1,3,6,message,stay strong.,2024-02-26 15:58:48,0
2,9,NULL,story,Excited for the weekend ahead.,2024-02-24 17:03:25,1
3,13,NULL,story,Working on a new project,2024-02-23 00:54:03,1
4,14,NULL,story,Taking a break from social media for a while.,2024-02-23 18:50:23,1
5,16,2,message,Embracing the journey,2024-02-23 16:01:26,0
6,20,20,message,Grateful for this beautiful weather!,2024-02-26 21:28:51,0
7,9,6,message,New recipe experiment tonight,2024-02-23 11:39:58,0
8,5,2,message,Celebrating small victories every day.,2024-02-25 04:39:46,0
9,13,9,message,Finally caught up on my favorite TV show.,2024-02-26 12:42:31,0
10,19,NULL,story,Coffee is Life!,2024-02-23 16:08:14,1
11,9,12,message,Remember to take breaks and recharge.,2024-02-23 22:48:39,0
12,7,NULL,story,In need of some Monday motivation.,2024-02-24 21:54:45,1
13,19,9,message,Coffee is Life!,2024-02-26 14:22:46,0
14,4,NULL,story,Finally caught up on my favorite TV show.,2024-02-25 20:22:16,1
15,8,NULL,story,Grateful for this beautiful weather!,2024-02-24 13:57:59,1
16,19,19,message,Celebrating small victories every day.,2024-02-23 04:17:23,0
17,8,NULL,story,wish me luck!,2024-02-24 00:27:31,1
18,1,6,message,Finally caught up on my favorite TV show.,2024-02-25 16:45:31,0
19,19,NULL,story,Sometimes you just need to dance it out.,2024-02-24 22:44:15,1
20,14,10,message,Grateful for this beautiful weather!,2024-02-26 22:59:25,0
21,19,9,message,stay focused,2024-02-25 18:01:32,0
22,9,NULL,story,Feeling blessed to have amazing friends and family.,2024-02-26 06:04:22,1
23,1,15,message,one step at a time.,2024-02-24 21:29:21,0
24,10,NULL,story,Grateful for this beautiful weather!,2024-02-26 07:06:15,1
25,2,NULL,story,Ready to tackle whatever comes my way.,2024-02-23 16:26:30,1
26,20,16,message,Embracing the journey,2024-02-26 19:10:18,0
27,12,NULL,story,Grateful for this beautiful weather!,2024-02-26 21:20:37,1
28,7,NULL,story,wish me luck!,2024-02-25 15:54:22,1
29,19,NULL,story,one step at a time.,2024-02-24 17:42:54,1
30,11,NULL,story,wish me luck!,2024-02-25 08:26:08,1
31,14,13,message,Love yourself first and everything else falls into place.,2024-02-24 10:48:09,0
32,16,NULL,story,Coffee is Life!,2024-02-24 16:46:13,1
33,2,NULL,story,New recipe experiment tonight,2024-02-26 11:25:21,1
34,19,NULL,story,ust finished my workout,2024-02-26 09:58:12,1
35,19,NULL,story,Excited for the weekend ahead.,2024-02-24 17:11:12,1
36,19,9,message,Ready to tackle whatever comes my way.,2024-02-23 21:16:45,0
37,14,NULL,story,ust finished my workout,2024-02-26 23:10:27,1
38,6,NULL,story,Spent the day exploring new places.,2024-02-25 16:53:55,1
39,11,NULL,story,Sometimes you just need to dance it out.,2024-02-24 17:55:04,1
40,5,NULL,story,stay focused,2024-02-25 19:55:21,1
41,14,NULL,story,Time for some self-care and relaxation.,2024-02-25 17:34:22,1
42,15,NULL,story,stay focused,2024-02-26 06:10:08,1
43,9,14,message,Dreaming big and aiming high.,2024-02-26 21:50:35,0
44,14,NULL,story,Spent the day exploring new places.,2024-02-23 13:14:30,1
45,19,NULL,story,Reflecting on the past year and setting new goals.,2024-02-23 14:02:21,1
46,20,16,message,Enjoying a quiet evening at home.,2024-02-24 21:16:29,0
47,12,2,message,Enjoying a quiet evening at home.,2024-02-25 10:12:20,0
48,8,9,message,stay strong.,2024-02-25 18:06:36,0
49,8,16,message,Always be kind to yourself and others.,2024-02-25 21:59:08,0
50,2,NULL,story,Sometimes you just need to dance it out.,2024-02-24 17:55:12,1
51,4,NULL,story,Remember to take breaks and recharge.,2024-02-23 17:03:00,1
52,8,NULL,story,wish me luck!,2024-02-23 21:15:52,1
53,17,NULL,story,New recipe experiment tonight,2024-02-26 17:37:01,1
54,9,NULL,story,stay tuned!,2024-02-26 08:51:12,1
55,7,1,message,Grateful for this beautiful weather!,2024-02-23 01:57:22,0
56,15,NULL,story,Feeling inspired by nature today.,2024-02-25 21:31:22,1
57,11,7,message,Feeling blessed to have amazing friends and family.,2024-02-24 16:17:44,0
58,16,11,message,Reflecting on the past year and setting new goals.,2024-02-23 15:10:40,0
59,13,19,message,Feeling grateful for all the little things.,2024-02-23 06:30:07,0
60,3,16,message,one step at a time.,2024-02-26 10:09:23,0
61,10,5,message,Just booked my next vacation,2024-02-26 01:57:10,0
62,15,14,message,Embracing the journey,2024-02-25 18:27:04,0
63,10,NULL,story,Sending positive vibes your way!,2024-02-26 14:20:09,1
64,7,NULL,story,Just booked my next vacation,2024-02-23 04:31:02,1
65,6,8,message,Taking a break from social media for a while.,2024-02-23 17:30:00,0
66,20,13,message,Always be kind to yourself and others.,2024-02-23 15:07:09,0
67,11,15,message,stay focused,2024-02-26 18:45:02,0
68,17,NULL,story,Trying to find the balance between work and play.,2024-02-24 22:56:29,1
69,10,7,message,Grateful for this beautiful weather!,2024-02-24 15:38:40,0
70,10,NULL,story,Always be kind to yourself and others.,2024-02-24 01:05:41,1
71,18,3,message,stay focused,2024-02-24 00:19:45,0
72,9,15,message,Feeling blessed to have amazing friends and family.,2024-02-24 15:07:47,0
73,13,NULL,story,Nothing beats a good book and a cozy blanket.,2024-02-25 19:34:22,1
74,13,12,message,Time for some self-care and relaxation.,2024-02-25 16:36:39,0
75,9,NULL,story,Trying to find the balance between work and play.,2024-02-26 08:07:22,1
76,6,18,message,Sending positive vibes your way!,2024-02-25 19:17:16,0
77,2,NULL,story,Time for some self-care and relaxation.,2024-02-25 17:36:10,1
78,18,NULL,story,can't wait!,2024-02-24 03:17:33,1
79,18,NULL,story,Trying to find the balance between work and play.,2024-02-26 22:46:41,1
80,19,9,message,stay strong.,2024-02-23 18:20:23,0
81,9,NULL,story,Sometimes you just need to dance it out.,2024-02-25 13:44:55,1
82,7,2,message,Feeling blessed to have amazing friends and family.,2024-02-26 18:36:18,0
83,13,9,message,Feeling inspired by nature today.,2024-02-24 16:23:17,0
84,20,NULL,story,can't wait!,2024-02-23 13:36:02,1
85,17,15,message,feeling pumped!,2024-02-26 11:25:20,0
86,3,7,message,Dreaming big and aiming high.,2024-02-23 10:04:29,0
87,6,16,message,Coffee is Life!,2024-02-24 20:39:59,0
88,4,NULL,story,In need of some Monday motivation.,2024-02-23 06:18:05,1
89,3,NULL,story,Reflecting on the past year and setting new goals.,2024-02-25 17:58:14,1
90,9,NULL,story,In need of some Monday motivation.,2024-02-23 22:04:42,1
91,10,NULL,story,Love yourself first and everything else falls into place.,2024-02-26 00:35:03,1
92,15,NULL,story,Love yourself first and everything else falls into place.,2024-02-25 16:34:19,1
93,16,NULL,story,ust finished my workout,2024-02-26 23:06:29,1
94,3,NULL,story,Dreaming big and aiming high.,2024-02-24 13:53:38,1
95,15,18,message,Grateful for this beautiful weather!,2024-02-25 21:05:31,0
96,18,5,message,Stay positive,2024-02-25 13:53:36,0
97,9,NULL,story,New recipe experiment tonight,2024-02-26 12:00:02,1
98,4,NULL,story,Can't believe it's already Friday!,2024-02-25 08:38:28,1
99,7,NULL,story,Feeling inspired by nature today.,2024-02-25 15:53:54,1
100,20,NULL,story,Sometimes you just need to dance it out.,2024-02-26 20:21:38,1
101,12,7,message,Working on a new project,2024-02-24 12:30:08,0
102,10,NULL,story,Sending positive vibes your way!,2024-02-26 06:07:18,1
103,6,NULL,story,Excited for the weekend ahead.,2024-02-26 14:37:37,1
104,14,NULL,story,Trying to find the balance between work and play.,2024-02-24 16:06:50,1
105,13,9,message,feeling pumped!,2024-02-26 20:37:48,0
106,20,NULL,story,stay focused,2024-02-25 14:46:15,1
107,13,NULL,story,Just booked my next vacation,2024-02-24 08:24:57,1
108,19,NULL,story,one step at a time.,2024-02-25 23:50:01,1
109,9,17,message,ust finished my workout,2024-02-25 04:11:50,0
110,17,11,message,Ready to tackle whatever comes my way.,2024-02-25 12:39:24,0
111,18,NULL,story,Feeling inspired by nature today.,2024-02-23 09:13:29,1
112,13,11,message,Feeling grateful for all the little things.,2024-02-26 22:07:54,0
113,14,11,message,Working on a new project,2024-02-23 09:47:02,0
114,13,15,message,Can't believe it's already Friday!,2024-02-23 04:58:52,0
115,17,NULL,story,one step at a time.,2024-02-24 13:21:26,1
116,12,13,message,Excited for the weekend ahead.,2024-02-26 23:05:52,0
117,17,NULL,story,Enjoying a quiet evening at home.,2024-02-26 07:33:39,1
118,17,2,message,wish me luck!,2024-02-23 23:21:29,0
119,15,1,message,Spent the day exploring new places.,2024-02-24 00:37:30,0
120,10,NULL,story,one step at a time.,2024-02-24 15:50:20,1
121,7,NULL,story,Trying to find the balance between work and play.,2024-02-25 08:06:13,1
122,10,NULL,story,Ready to tackle whatever comes my way.,2024-02-23 19:39:13,1
123,16,17,message,In need of some Monday motivation.,2024-02-25 20:54:40,0
124,2,NULL,story,Feeling blessed to have amazing friends and family.,2024-02-26 08:17:15,1
125,4,NULL,story,Time for some self-care and relaxation.,2024-02-26 02:07:37,1
126,14,6,message,stay strong.,2024-02-24 00:37:07,0
127,18,NULL,story,Feeling inspired by nature today.,2024-02-23 13:48:47,1
128,5,18,message,Feeling inspired by nature today.,2024-02-24 06:55:02,0
129,15,NULL,story,wish me luck!,2024-02-25 14:55:27,1
130,11,NULL,story,Feeling blessed to have amazing friends and family.,2024-02-23 11:35:07,1
131,20,NULL,story,New recipe experiment tonight,2024-02-23 13:14:38,1
132,3,NULL,story,In need of some Monday motivation.,2024-02-23 06:59:36,1
133,11,NULL,story,Celebrating small victories every day.,2024-02-23 16:01:48,1
134,19,9,message,Enjoying a quiet evening at home.,2024-02-24 14:58:22,0
135,5,NULL,story,Feeling grateful for all the little things.,2024-02-23 21:46:50,1
136,14,18,message,stay focused,2024-02-24 04:23:08,0
137,20,NULL,story,New recipe experiment tonight,2024-02-23 22:44:35,1
138,18,NULL,story,Always be kind to yourself and others.,2024-02-24 23:34:07,1
139,3,9,message,stay tuned!,2024-02-25 18:03:45,0
140,6,20,message,stay strong.,2024-02-26 20:16:49,0
141,4,20,message,Sending positive vibes your way!,2024-02-24 04:46:57,0
142,9,NULL,story,Working on a new project,2024-02-23 13:08:55,1
143,7,NULL,story,stay strong.,2024-02-26 08:32:21,1
144,9,NULL,story,Spent the day exploring new places.,2024-02-25 10:20:04,1
145,20,19,message,Enjoying a quiet evening at home.,2024-02-24 12:31:19,0
146,13,NULL,story,Feeling blessed to have amazing friends and family.,2024-02-23 21:40:10,1
147,15,NULL,story,Spent the day exploring new places.,2024-02-25 09:31:56,1
148,13,20,message,Grateful for this beautiful weather!,2024-02-24 13:37:34,0
149,3,8,message,feeling pumped!,2024-02-26 04:15:45,0
150,5,NULL,story,Can't believe it's already Friday!,2024-02-26 16:41:14,1
151,1,20,message,Dreaming big and aiming high.,2024-02-26 01:13:04,0
152,6,18,message,Feeling blessed to have amazing friends and family.,2024-02-24 04:35:09,0
153,11,20,message,wish me luck!,2024-02-25 22:39:07,0
154,6,8,message,Grateful for this beautiful weather!,2024-02-26 09:38:48,0
155,19,NULL,story,Dreaming big and aiming high.,2024-02-25 10:51:21,1
156,10,NULL,story,Grateful for this beautiful weather!,2024-02-25 21:17:20,1
157,13,10,message,Reflecting on the past year and setting new goals.,2024-02-23 17:04:55,0
158,7,NULL,story,Can't believe it's already Friday!,2024-02-23 19:06:35,1
159,20,NULL,story,Feeling grateful for all the little things.,2024-02-24 11:55:24,1
160,1,2,message,Sending positive vibes your way!,2024-02-24 06:58:37,0
161,10,9,message,In need of some Monday motivation.,2024-02-24 16:13:33,0
162,15,NULL,story,Feeling blessed to have amazing friends and family.,2024-02-24 02:24:52,1
163,14,19,message,Dreaming big and aiming high.,2024-02-26 20:03:58,0
164,8,4,message,Celebrating small victories every day.,2024-02-23 03:39:08,0
165,14,16,message,Dreaming big and aiming high.,2024-02-26 04:06:10,0
166,19,4,message,Just booked my next vacation,2024-02-24 18:36:36,0
167,10,NULL,story,Sending positive vibes your way!,2024-02-24 12:37:02,1
168,9,NULL,story,Love yourself first and everything else falls into place.,2024-02-24 06:45:46,1
169,10,NULL,story,Spent the day exploring new places.,2024-02-24 23:45:34,1
170,5,15,message,stay tuned!,2024-02-24 13:43:50,0
171,3,NULL,story,Nothing beats a good book and a cozy blanket.,2024-02-25 03:24:10,1
172,3,6,message,one step at a time.,2024-02-26 00:12:46,0
173,16,NULL,story,Embracing the journey,2024-02-25 18:57:17,1
174,14,3,message,Celebrating small victories every day.,2024-02-24 20:05:30,0
175,17,3,message,Remember to take breaks and recharge.,2024-02-23 22:35:47,0
176,14,13,message,Just booked my next vacation,2024-02-25 08:59:07,0
177,20,NULL,story,Time for some self-care and relaxation.,2024-02-26 02:22:43,1
178,19,9,message,Coffee is Life!,2024-02-26 13:17:49,0
179,20,1,message,Spent the day exploring new places.,2024-02-25 22:20:55,0
180,1,NULL,story,Just booked my next vacation,2024-02-23 06:25:50,1
181,13,18,message,Enjoying a quiet evening at home.,2024-02-23 15:57:54,0
182,2,NULL,story,Remember to take breaks and recharge.,2024-02-25 09:57:42,1
183,4,15,message,Ready to tackle whatever comes my way.,2024-02-23 19:00:52,0
184,18,NULL,story,Feeling grateful for all the little things.,2024-02-23 02:58:44,1
185,7,NULL,story,Enjoying a quiet evening at home.,2024-02-23 02:40:48,1
186,4,NULL,story,Embracing the journey,2024-02-23 05:14:54,1
187,3,16,message,Stay positive,2024-02-25 10:59:38,0
188,15,NULL,story,ust finished my workout,2024-02-24 22:50:29,1
189,17,NULL,story,Sometimes you just need to dance it out.,2024-02-25 21:16:57,1
190,1,19,message,Just booked my next vacation,2024-02-23 12:01:13,0
191,7,3,message,Remember to take breaks and recharge.,2024-02-24 15:07:13,0
192,18,9,message,Nothing beats a good book and a cozy blanket.,2024-02-23 19:24:18,0
193,18,16,message,Always be kind to yourself and others.,2024-02-26 18:56:39,0
194,19,NULL,story,feeling pumped!,2024-02-26 12:29:56,1
195,10,NULL,story,Enjoying a quiet evening at home.,2024-02-24 13:56:22,1
196,20,16,message,Feeling inspired by nature today.,2024-02-25 11:42:14,0
197,11,7,message,Celebrating small victories every day.,2024-02-26 14:28:58,0
198,16,NULL,story,stay tuned!,2024-02-24 11:20:32,1
199,1,NULL,story,ust finished my workout,2024-02-26 01:08:05,1
200,5,12,message,Excited for the weekend ahead.,2024-02-23 00:42:30,0
201,3,5,message,Grateful for this beautiful weather!,2024-02-23 00:37:18,0
202,6,NULL,story,In need of some Monday motivation.,2024-02-26 00:11:53,1
203,18,NULL,story,Grateful for this beautiful weather!,2024-02-23 09:34:50,1
204,11,NULL,story,Finally caught up on my favorite TV show.,2024-02-24 18:18:37,1
205,1,NULL,story,one step at a time.,2024-02-23 03:07:47,1
206,7,2,message,Nothing beats a good book and a cozy blanket.,2024-02-23 02:07:46,0
207,13,NULL,story,Love yourself first and everything else falls into place.,2024-02-26 08:05:51,1
208,9,1,message,Ready to tackle whatever comes my way.,2024-02-24 21:32:56,0
209,2,8,message,one step at a time.,2024-02-24 00:05:32,0
210,7,11,message,Just booked my next vacation,2024-02-26 10:13:58,0
211,1,NULL,story,Love yourself first and everything else falls into place.,2024-02-23 20:39:08,1
212,14,12,message,one step at a time.,2024-02-26 02:54:59,0
213,12,11,message,can't wait!,2024-02-23 10:55:21,0
214,1,8,message,Reflecting on the past year and setting new goals.,2024-02-24 20:42:16,0
215,1,12,message,Reflecting on the past year and setting new goals.,2024-02-26 04:04:45,0
216,11,NULL,story,wish me luck!,2024-02-24 11:51:40,1
217,20,2,message,Working on a new project,2024-02-24 18:27:33,0
218,12,NULL,story,Reflecting on the past year and setting new goals.,2024-02-26 10:24:57,1
219,9,NULL,story,stay tuned!,2024-02-23 17:24:49,1
220,4,20,message,Feeling inspired by nature today.,2024-02-24 02:16:55,0
221,13,7,message,stay strong.,2024-02-23 06:54:33,0
222,3,14,message,Embracing the journey,2024-02-25 14:54:17,0
223,20,NULL,story,stay tuned!,2024-02-23 20:56:04,1
224,4,8,message,Love yourself first and everything else falls into place.,2024-02-23 10:52:46,0
225,15,NULL,story,stay strong.,2024-02-26 21:08:40,1
226,4,NULL,story,Remember to take breaks and recharge.,2024-02-23 16:49:40,1
227,1,NULL,story,Can't believe it's already Friday!,2024-02-24 02:00:44,1
228,16,11,message,Remember to take breaks and recharge.,2024-02-24 14:05:50,0
229,15,NULL,story,In need of some Monday motivation.,2024-02-26 00:05:15,1
230,17,15,message,Always be kind to yourself and others.,2024-02-26 18:00:19,0
231,7,NULL,story,Grateful for this beautiful weather!,2024-02-23 16:00:27,1
232,8,NULL,story,Feeling inspired by nature today.,2024-02-26 00:47:30,1
233,19,NULL,story,feeling pumped!,2024-02-23 07:48:01,1
234,17,NULL,story,Ready to tackle whatever comes my way.,2024-02-25 11:38:09,1
235,8,7,message,stay focused,2024-02-24 20:11:01,0
236,2,NULL,story,Sending positive vibes your way!,2024-02-24 23:44:33,1
237,5,NULL,story,stay tuned!,2024-02-26 23:06:56,1
238,15,19,message,Dreaming big and aiming high.,2024-02-24 16:57:35,0
239,11,NULL,story,Working on a new project,2024-02-23 20:15:50,1
240,14,NULL,story,Stay positive,2024-02-24 02:15:41,1
241,20,NULL,story,Feeling inspired by nature today.,2024-02-26 14:35:09,1
242,18,19,message,Spent the day exploring new places.,2024-02-25 16:23:43,0
243,18,NULL,story,Feeling grateful for all the little things.,2024-02-24 08:34:41,1
244,9,16,message,Reflecting on the past year and setting new goals.,2024-02-26 20:48:50,0
245,1,NULL,story,Celebrating small victories every day.,2024-02-24 23:54:18,1
246,13,NULL,story,Reflecting on the past year and setting new goals.,2024-02-26 01:57:34,1
247,15,4,message,feeling pumped!,2024-02-24 02:59:26,0
248,12,NULL,story,can't wait!,2024-02-24 11:17:03,1
249,2,NULL,story,Feeling inspired by nature today.,2024-02-26 15:26:56,1
250,8,6,message,Spent the day exploring new places.,2024-02-25 06:19:38,0
251,12,NULL,story,Enjoying a quiet evening at home.,2024-02-26 18:18:35,1
252,18,5,message,Reflecting on the past year and setting new goals.,2024-02-23 20:25:37,0
253,2,4,message,Spent the day exploring new places.,2024-02-26 03:55:04,0
254,9,NULL,story,Taking a break from social media for a while.,2024-02-25 04:26:02,1
255,4,NULL,story,feeling pumped!,2024-02-24 02:16:55,1
256,4,NULL,story,Coffee is Life!,2024-02-24 09:04:40,1
257,11,11,message,Stay positive,2024-02-23 09:21:10,0
258,20,NULL,story,Excited for the weekend ahead.,2024-02-26 03:08:20,1
259,17,11,message,Stay positive,2024-02-24 02:13:19,0
260,9,NULL,story,Love yourself first and everything else falls into place.,2024-02-23 01:34:47,1
261,9,NULL,story,Feeling inspired by nature today.,2024-02-25 20:06:47,1
262,8,NULL,story,stay focused,2024-02-25 14:34:49,1
263,16,15,message,Love yourself first and everything else falls into place.,2024-02-25 06:46:13,0
264,4,NULL,story,Stay positive,2024-02-26 06:16:17,1
265,16,NULL,story,feeling pumped!,2024-02-25 18:20:31,1
266,9,9,message,Grateful for this beautiful weather!,2024-02-24 11:37:00,0
267,12,NULL,story,Finally caught up on my favorite TV show.,2024-02-24 14:44:47,1
268,14,NULL,story,Feeling blessed to have amazing friends and family.,2024-02-24 01:58:32,1
269,1,8,message,stay tuned!,2024-02-25 11:40:51,0
270,2,NULL,story,Time for some self-care and relaxation.,2024-02-25 14:44:06,1
271,16,4,message,Always be kind to yourself and others.,2024-02-23 08:11:57,0
272,4,NULL,story,Coffee is Life!,2024-02-23 14:31:54,1
273,16,NULL,story,Nothing beats a good book and a cozy blanket.,2024-02-23 03:59:35,1
274,17,15,message,can't wait!,2024-02-23 17:27:28,0
275,17,NULL,story,Finally caught up on my favorite TV show.,2024-02-23 13:31:40,1
276,8,NULL,story,Ready to tackle whatever comes my way.,2024-02-25 04:14:48,1
277,20,NULL,story,Can't believe it's already Friday!,2024-02-25 06:06:05,1
278,16,NULL,story,wish me luck!,2024-02-25 08:18:28,1
279,12,NULL,story,Feeling inspired by nature today.,2024-02-24 04:54:02,1
280,11,11,message,Feeling inspired by nature today.,2024-02-24 06:37:08,0
281,19,4,message,Celebrating small victories every day.,2024-02-26 21:47:05,0
282,15,NULL,story,New recipe experiment tonight,2024-02-26 06:57:09,1
283,12,19,message,New recipe experiment tonight,2024-02-24 05:25:38,0
284,19,9,message,Dreaming big and aiming high.,2024-02-25 01:46:30,0
285,2,NULL,story,Always be kind to yourself and others.,2024-02-23 14:49:09,1
286,19,7,message,Sending positive vibes your way!,2024-02-24 14:43:23,0
287,17,12,message,New recipe experiment tonight,2024-02-24 03:52:31,0
288,9,14,message,can't wait!,2024-02-25 03:43:16,0
289,5,2,message,Embracing the journey,2024-02-24 19:11:43,0
290,16,NULL,story,wish me luck!,2024-02-25 12:56:41,1
291,20,NULL,story,Finally caught up on my favorite TV show.,2024-02-24 01:54:59,1
292,16,NULL,story,Sometimes you just need to dance it out.,2024-02-26 01:48:34,1
293,17,9,message,Dreaming big and aiming high.,2024-02-26 13:21:28,0
294,13,NULL,story,Celebrating small victories every day.,2024-02-26 06:31:18,1
295,12,5,message,Sometimes you just need to dance it out.,2024-02-25 23:59:07,0
296,13,1,message,Feeling grateful for all the little things.,2024-02-24 06:17:52,0
297,11,NULL,story,Just booked my next vacation,2024-02-25 09:07:42,1
298,19,17,message,stay focused,2024-02-26 10:29:07,0
299,11,NULL,story,Feeling inspired by nature today.,2024-02-23 13:28:19,1
300,8,7,message,Feeling inspired by nature today.,2024-02-23 11:59:07,0
301,8,14,message,Just booked my next vacation,2024-02-23 09:43:02,0
302,2,NULL,story,Dreaming big and aiming high.,2024-02-25 13:04:37,1
303,16,16,message,Feeling blessed to have amazing friends and family.,2024-02-26 06:18:08,0
304,19,NULL,story,Feeling blessed to have amazing friends and family.,2024-02-24 00:57:19,1
305,19,NULL,story,Feeling inspired by nature today.,2024-02-26 19:06:20,1
306,17,16,message,Enjoying a quiet evening at home.,2024-02-24 22:27:01,0
307,7,NULL,story,Feeling blessed to have amazing friends and family.,2024-02-24 00:48:28,1
308,15,NULL,story,Spent the day exploring new places.,2024-02-24 22:39:31,1
309,9,NULL,story,Grateful for this beautiful weather!,2024-02-26 15:21:12,1
310,16,NULL,story,can't wait!,2024-02-26 13:43:41,1
311,18,NULL,story,Time for some self-care and relaxation.,2024-02-24 14:57:58,1
312,13,11,message,Reflecting on the past year and setting new goals.,2024-02-26 18:29:10,0
313,11,15,message,Sending positive vibes your way!,2024-02-25 03:04:39,0
314,1,3,message,Feeling blessed to have amazing friends and family.,2024-02-25 06:07:31,0
315,13,NULL,story,Feeling grateful for all the little things.,2024-02-25 08:14:53,1
316,18,NULL,story,Can't believe it's already Friday!,2024-02-25 07:07:53,1
317,20,11,message,New recipe experiment tonight,2024-02-26 09:16:48,0
318,18,6,message,Sometimes you just need to dance it out.,2024-02-26 20:47:22,0
319,18,1,message,stay strong.,2024-02-24 11:31:19,0
320,12,16,message,Sending positive vibes your way!,2024-02-24 05:22:14,0
321,4,7,message,ust finished my workout,2024-02-25 13:59:45,0
322,4,NULL,story,Nothing beats a good book and a cozy blanket.,2024-02-25 03:08:40,1
323,18,NULL,story,Just booked my next vacation,2024-02-24 17:59:43,1
324,15,NULL,story,Taking a break from social media for a while.,2024-02-25 18:37:21,1
325,9,NULL,story,can't wait!,2024-02-24 06:13:28,1
326,3,9,message,Love yourself first and everything else falls into place.,2024-02-25 05:57:06,0
327,12,11,message,Sending positive vibes your way!,2024-02-26 15:44:36,0
328,16,2,message,Sometimes you just need to dance it out.,2024-02-23 11:31:59,0
329,1,NULL,story,New recipe experiment tonight,2024-02-25 12:09:23,1
330,5,NULL,story,Trying to find the balance between work and play.,2024-02-25 11:08:12,1
331,12,NULL,story,Feeling grateful for all the little things.,2024-02-26 21:34:46,1
